geography_id,geography_type,geography_package,geometry_archive,stat_area_id,stat_area_vintage,yishuv_stat,locality_id,locality_code,locality_name_he,locality_name_en,stat_area_number,geometry_source,display_geometry_source
stat2011:70001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:70001,2011,70001,loc:7,7,שחר,SHAHAR,1,official_cbs,official_cbs
stat2011:100001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:100001,2011,100001,loc:10,10,תירוש,TIROSH,1,official_cbs,official_cbs
stat2011:110001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:110001,2011,110001,loc:11,11,"ניר ח""ן",NIR HEN,1,official_cbs,official_cbs
stat2011:130001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:130001,2011,130001,loc:13,13,חצבה,HAZEVA,1,official_cbs,official_cbs
stat2011:150001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:150001,2011,150001,loc:15,15,נועם,NO'AM,1,official_cbs,official_cbs
stat2011:160001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:160001,2011,160001,loc:16,16,בית ניר,BET NIR,1,official_cbs,official_cbs
stat2011:180001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:180001,2011,180001,loc:18,18,שדה משה,SEDE MOSHE,1,official_cbs,official_cbs
stat2011:210001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:210001,2011,210001,loc:21,21,באר אורה,BE'ER ORA,1,official_cbs,official_cbs
stat2011:220001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:220001,2011,220001,loc:22,22,מקווה ישראל,MIQWE YISRA'EL,1,official_cbs,official_cbs
stat2011:230001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:230001,2011,230001,loc:23,23,אמציה,AMAZYA,1,official_cbs,official_cbs
stat2011:240001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:240001,2011,240001,loc:24,24,לכיש,LAKHISH,1,official_cbs,official_cbs
stat2011:260001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:260001,2011,260001,loc:26,26,ראש פינה,ROSH PINNA,1,official_cbs,official_cbs
stat2011:270001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:270001,2011,270001,loc:27,27,שדות מיכה,SEDOT MIKHA,1,official_cbs,official_cbs
stat2011:280001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:280001,2011,280001,loc:28,28,מזכרת בתיה,MAZKERET BATYA,1,official_cbs,official_cbs
stat2011:290001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:290001,2011,290001,loc:29,29,יסוד המעלה,YESUD HAMA'ALA,1,official_cbs,official_cbs
stat2011:310001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:310001,2011,310001,loc:31,31,אופקים,OFAQIM,1,official_cbs,official_cbs
stat2011:310002,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:310002,2011,310002,loc:31,31,אופקים,OFAQIM,2,official_cbs,official_cbs
stat2011:310003,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:310003,2011,310003,loc:31,31,אופקים,OFAQIM,3,official_cbs,official_cbs
stat2011:310004,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:310004,2011,310004,loc:31,31,אופקים,OFAQIM,4,official_cbs,official_cbs
stat2011:310005,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:310005,2011,310005,loc:31,31,אופקים,OFAQIM,5,official_cbs,official_cbs
stat2011:310006,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:310006,2011,310006,loc:31,31,אופקים,OFAQIM,6,official_cbs,official_cbs
stat2011:310007,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:310007,2011,310007,loc:31,31,אופקים,OFAQIM,7,official_cbs,official_cbs
stat2011:320001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:320001,2011,320001,loc:32,32,עוצם,OZEM,1,official_cbs,official_cbs
stat2011:330001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:330001,2011,330001,loc:33,33,בת שלמה,BAT SHELOMO,1,official_cbs,official_cbs
stat2011:350001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:350001,2011,350001,loc:35,35,גדות,GADOT,1,official_cbs,official_cbs
stat2011:360001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:360001,2011,360001,loc:36,36,שדה דוד,SEDE DAWID,1,official_cbs,official_cbs
stat2011:370001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:370001,2011,370001,loc:37,37,איתן,ETAN,1,official_cbs,official_cbs
stat2011:390001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:390001,2011,390001,loc:39,39,גפן,GEFEN,1,official_cbs,official_cbs
stat2011:410001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:410001,2011,410001,loc:41,41,אליכין,ELYAKHIN,1,official_cbs,official_cbs
stat2011:430001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:430001,2011,430001,loc:43,43,מטולה,METULA,1,official_cbs,official_cbs
stat2011:440001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:440001,2011,440001,loc:44,44,זוהר,ZOHAR,1,official_cbs,official_cbs
stat2011:460001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:460001,2011,460001,loc:46,46,יבנאל,YAVNE'EL,1,official_cbs,official_cbs
stat2011:470001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:470001,2011,470001,loc:47,47,כפר תבור,KEFAR TAVOR,1,official_cbs,official_cbs
stat2011:480001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:480001,2011,480001,loc:48,48,מנחמיה,MENAHEMYA,1,official_cbs,official_cbs
stat2011:490001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:490001,2011,490001,loc:49,49,אילנייה,ILANIYYA,1,official_cbs,official_cbs
stat2011:520001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:520001,2011,520001,loc:52,52,לוזית,LUZIT,1,official_cbs,official_cbs
stat2011:530001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:530001,2011,530001,loc:53,53,עתלית,ATLIT,1,official_cbs,official_cbs
stat2011:550001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:550001,2011,550001,loc:55,55,נוגה,NOGAH,1,official_cbs,official_cbs
stat2011:570001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:570001,2011,570001,loc:57,57,כנרת (קבוצה),KINNERET(QEVUZA),1,official_cbs,official_cbs
stat2011:580001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:580001,2011,580001,loc:58,58,מצפה,MIZPA,1,official_cbs,official_cbs
stat2011:590001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:590001,2011,590001,loc:59,59,נחושה,NEHUSHA,1,official_cbs,official_cbs
stat2011:620001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:620001,2011,620001,loc:62,62,דגניה א',DEGANYA ALEF,1,official_cbs,official_cbs
stat2011:630001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:630001,2011,630001,loc:63,63,כנרת (מושבה),KINNERET(MOSHAVA),1,official_cbs,official_cbs
stat2011:640001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:640001,2011,640001,loc:64,64,"יד רמב""ם",YAD RAMBAM,1,official_cbs,official_cbs
stat2011:650001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:650001,2011,650001,loc:65,65,מגדל,MIGDAL,1,official_cbs,official_cbs
stat2011:660001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:660001,2011,660001,loc:66,66,מרחביה (קיבוץ),MERHAVYA(QIBBUZ),1,official_cbs,official_cbs
stat2011:670001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:670001,2011,670001,loc:67,67,אור הנר,OR HANER,1,official_cbs,official_cbs
stat2011:690001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:690001,2011,690001,loc:69,69,ניר עוז,NIR OZ,1,official_cbs,official_cbs
stat2011:700111,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700111,2011,700111,loc:70,70,אשדוד,ASHDOD,111,official_cbs,official_cbs
stat2011:700112,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700112,2011,700112,loc:70,70,אשדוד,ASHDOD,112,official_cbs,official_cbs
stat2011:700113,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700113,2011,700113,loc:70,70,אשדוד,ASHDOD,113,official_cbs,official_cbs
stat2011:700121,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700121,2011,700121,loc:70,70,אשדוד,ASHDOD,121,official_cbs,official_cbs
stat2011:700122,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700122,2011,700122,loc:70,70,אשדוד,ASHDOD,122,official_cbs,official_cbs
stat2011:700123,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700123,2011,700123,loc:70,70,אשדוד,ASHDOD,123,official_cbs,official_cbs
stat2011:700124,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700124,2011,700124,loc:70,70,אשדוד,ASHDOD,124,official_cbs,official_cbs
stat2011:700125,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700125,2011,700125,loc:70,70,אשדוד,ASHDOD,125,official_cbs,official_cbs
stat2011:700126,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700126,2011,700126,loc:70,70,אשדוד,ASHDOD,126,official_cbs,official_cbs
stat2011:700131,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700131,2011,700131,loc:70,70,אשדוד,ASHDOD,131,official_cbs,official_cbs
stat2011:700132,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700132,2011,700132,loc:70,70,אשדוד,ASHDOD,132,official_cbs,official_cbs
stat2011:700133,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700133,2011,700133,loc:70,70,אשדוד,ASHDOD,133,official_cbs,official_cbs
stat2011:700141,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700141,2011,700141,loc:70,70,אשדוד,ASHDOD,141,official_cbs,official_cbs
stat2011:700142,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700142,2011,700142,loc:70,70,אשדוד,ASHDOD,142,official_cbs,official_cbs
stat2011:700143,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700143,2011,700143,loc:70,70,אשדוד,ASHDOD,143,official_cbs,official_cbs
stat2011:700144,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700144,2011,700144,loc:70,70,אשדוד,ASHDOD,144,official_cbs,official_cbs
stat2011:700145,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700145,2011,700145,loc:70,70,אשדוד,ASHDOD,145,official_cbs,official_cbs
stat2011:700211,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700211,2011,700211,loc:70,70,אשדוד,ASHDOD,211,official_cbs,official_cbs
stat2011:700212,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700212,2011,700212,loc:70,70,אשדוד,ASHDOD,212,official_cbs,official_cbs
stat2011:700213,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700213,2011,700213,loc:70,70,אשדוד,ASHDOD,213,official_cbs,official_cbs
stat2011:700221,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700221,2011,700221,loc:70,70,אשדוד,ASHDOD,221,official_cbs,official_cbs
stat2011:700222,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700222,2011,700222,loc:70,70,אשדוד,ASHDOD,222,official_cbs,official_cbs
stat2011:700223,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700223,2011,700223,loc:70,70,אשדוד,ASHDOD,223,official_cbs,official_cbs
stat2011:700231,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700231,2011,700231,loc:70,70,אשדוד,ASHDOD,231,official_cbs,official_cbs
stat2011:700232,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700232,2011,700232,loc:70,70,אשדוד,ASHDOD,232,official_cbs,official_cbs
stat2011:700233,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700233,2011,700233,loc:70,70,אשדוד,ASHDOD,233,official_cbs,official_cbs
stat2011:700234,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700234,2011,700234,loc:70,70,אשדוד,ASHDOD,234,official_cbs,official_cbs
stat2011:700241,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700241,2011,700241,loc:70,70,אשדוד,ASHDOD,241,official_cbs,official_cbs
stat2011:700242,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700242,2011,700242,loc:70,70,אשדוד,ASHDOD,242,official_cbs,official_cbs
stat2011:700243,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700243,2011,700243,loc:70,70,אשדוד,ASHDOD,243,official_cbs,official_cbs
stat2011:700244,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700244,2011,700244,loc:70,70,אשדוד,ASHDOD,244,official_cbs,official_cbs
stat2011:700311,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700311,2011,700311,loc:70,70,אשדוד,ASHDOD,311,official_cbs,official_cbs
stat2011:700312,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700312,2011,700312,loc:70,70,אשדוד,ASHDOD,312,official_cbs,official_cbs
stat2011:700313,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700313,2011,700313,loc:70,70,אשדוד,ASHDOD,313,official_cbs,official_cbs
stat2011:700314,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700314,2011,700314,loc:70,70,אשדוד,ASHDOD,314,official_cbs,official_cbs
stat2011:700315,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700315,2011,700315,loc:70,70,אשדוד,ASHDOD,315,official_cbs,official_cbs
stat2011:700316,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700316,2011,700316,loc:70,70,אשדוד,ASHDOD,316,official_cbs,official_cbs
stat2011:700317,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700317,2011,700317,loc:70,70,אשדוד,ASHDOD,317,official_cbs,official_cbs
stat2011:700321,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700321,2011,700321,loc:70,70,אשדוד,ASHDOD,321,official_cbs,official_cbs
stat2011:700322,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700322,2011,700322,loc:70,70,אשדוד,ASHDOD,322,official_cbs,official_cbs
stat2011:700323,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700323,2011,700323,loc:70,70,אשדוד,ASHDOD,323,official_cbs,official_cbs
stat2011:700331,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700331,2011,700331,loc:70,70,אשדוד,ASHDOD,331,official_cbs,official_cbs
stat2011:700332,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700332,2011,700332,loc:70,70,אשדוד,ASHDOD,332,official_cbs,official_cbs
stat2011:700333,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700333,2011,700333,loc:70,70,אשדוד,ASHDOD,333,official_cbs,official_cbs
stat2011:700341,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700341,2011,700341,loc:70,70,אשדוד,ASHDOD,341,official_cbs,official_cbs
stat2011:700342,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700342,2011,700342,loc:70,70,אשדוד,ASHDOD,342,official_cbs,official_cbs
stat2011:700343,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700343,2011,700343,loc:70,70,אשדוד,ASHDOD,343,official_cbs,official_cbs
stat2011:700411,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700411,2011,700411,loc:70,70,אשדוד,ASHDOD,411,official_cbs,official_cbs
stat2011:700412,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700412,2011,700412,loc:70,70,אשדוד,ASHDOD,412,official_cbs,official_cbs
stat2011:700413,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700413,2011,700413,loc:70,70,אשדוד,ASHDOD,413,official_cbs,official_cbs
stat2011:700414,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700414,2011,700414,loc:70,70,אשדוד,ASHDOD,414,official_cbs,official_cbs
stat2011:700415,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700415,2011,700415,loc:70,70,אשדוד,ASHDOD,415,official_cbs,official_cbs
stat2011:700421,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700421,2011,700421,loc:70,70,אשדוד,ASHDOD,421,official_cbs,official_cbs
stat2011:700422,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700422,2011,700422,loc:70,70,אשדוד,ASHDOD,422,official_cbs,official_cbs
stat2011:700423,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700423,2011,700423,loc:70,70,אשדוד,ASHDOD,423,official_cbs,official_cbs
stat2011:700424,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700424,2011,700424,loc:70,70,אשדוד,ASHDOD,424,official_cbs,official_cbs
stat2011:700425,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700425,2011,700425,loc:70,70,אשדוד,ASHDOD,425,official_cbs,official_cbs
stat2011:700426,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700426,2011,700426,loc:70,70,אשדוד,ASHDOD,426,official_cbs,official_cbs
stat2011:700431,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700431,2011,700431,loc:70,70,אשדוד,ASHDOD,431,official_cbs,official_cbs
stat2011:700432,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700432,2011,700432,loc:70,70,אשדוד,ASHDOD,432,official_cbs,official_cbs
stat2011:700433,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700433,2011,700433,loc:70,70,אשדוד,ASHDOD,433,official_cbs,official_cbs
stat2011:700434,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:700434,2011,700434,loc:70,70,אשדוד,ASHDOD,434,official_cbs,official_cbs
stat2011:710001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:710001,2011,710001,loc:71,71,אשבול,ESHBOL,1,official_cbs,official_cbs
stat2011:720001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:720001,2011,720001,loc:72,72,גן שמואל,GAN SHEMU'EL,1,official_cbs,official_cbs
stat2011:740001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:740001,2011,740001,loc:74,74,עין הוד,EN HOD,1,official_cbs,official_cbs
stat2011:760001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:760001,2011,760001,loc:76,76,כפר גלעדי,KEFAR GIL'ADI,1,official_cbs,official_cbs
stat2011:770001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:770001,2011,770001,loc:77,77,איילת השחר,AYYELET HASHAHAR,1,official_cbs,official_cbs
stat2011:780001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:780001,2011,780001,loc:78,78,קריית ענבים,QIRYAT ANAVIM,1,official_cbs,official_cbs
stat2011:790001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:790001,2011,790001,loc:79,79,דגניה ב',DEGANYA BET,1,official_cbs,official_cbs
stat2011:800001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:800001,2011,800001,loc:80,80,נהלל,NAHALAL,1,official_cbs,official_cbs
stat2011:820001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:820001,2011,820001,loc:82,82,עין חרוד (מאוחד),EN HAROD(ME'UHAD),1,official_cbs,official_cbs
stat2011:840001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:840001,2011,840001,loc:84,84,תל יוסף,TEL YOSEF,1,official_cbs,official_cbs
stat2011:850001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:850001,2011,850001,loc:85,85,כפר יחזקאל,KEFAR YEHEZQEL,1,official_cbs,official_cbs
stat2011:860001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:860001,2011,860001,loc:86,86,גבע,GEVA,1,official_cbs,official_cbs
stat2011:880001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:880001,2011,880001,loc:88,88,כרם בן שמן,KEREM BEN SHEMEN,1,official_cbs,official_cbs
stat2011:890001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:890001,2011,890001,loc:89,89,עין חרוד (איחוד),EN HAROD (IHUD),1,official_cbs,official_cbs
stat2011:900001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:900001,2011,900001,loc:90,90,חפצי-בה,HEFZI-BAH,1,official_cbs,official_cbs
stat2011:920001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:920001,2011,920001,loc:92,92,גיניגר,GINNEGAR,1,official_cbs,official_cbs
stat2011:940001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:940001,2011,940001,loc:94,94,בלפוריה,BALFURYA,1,official_cbs,official_cbs
stat2011:950001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:950001,2011,950001,loc:95,95,בית אלפא,BET ALFA,1,official_cbs,official_cbs
stat2011:960001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:960001,2011,960001,loc:96,96,יגור,YAGUR,1,official_cbs,official_cbs
stat2011:970001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:970001,2011,970001,loc:97,97,מרחביה (מושב),MERHAVYA(MOSHAV),1,official_cbs,official_cbs
stat2011:980001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:980001,2011,980001,loc:98,98,"כפר מל""ל",KEFAR MALAL,1,official_cbs,official_cbs
stat2011:990001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:990001,2011,990001,loc:99,99,מצפה רמון,MIZPE RAMON,1,official_cbs,official_cbs
stat2011:1020001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:1020001,2011,1020001,loc:102,102,מאיר שפיה,ME'IR SHEFEYA,1,official_cbs,official_cbs
stat2011:1030001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:1030001,2011,1030001,loc:103,103,תל עדשים,TEL ADASHIM,1,official_cbs,official_cbs
stat2011:1040001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:1040001,2011,1040001,loc:104,104,מזרע,MIZRA,1,official_cbs,official_cbs
stat2011:1060001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:1060001,2011,1060001,loc:106,106,כפר גדעון,KEFAR GID'ON,1,official_cbs,official_cbs
stat2011:1070001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:1070001,2011,1070001,loc:107,107,כפר סילבר,KEFAR SILVER,1,official_cbs,official_cbs
stat2011:1120001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:1120001,2011,1120001,loc:112,112,כפר חסידים א',KEFAR HASIDIM ALEF,1,official_cbs,official_cbs
stat2011:1130001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:1130001,2011,1130001,loc:113,113,אדירים,ADDIRIM,1,official_cbs,official_cbs
stat2011:1150001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:1150001,2011,1150001,loc:115,115,חופית,HOFIT,1,official_cbs,official_cbs
stat2011:1220001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:1220001,2011,1220001,loc:122,122,רמת ישי,RAMAT YISHAY,1,official_cbs,official_cbs
stat2011:1260001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:1260001,2011,1260001,loc:126,126,שריד,SARID,1,official_cbs,official_cbs
stat2011:1270001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:1270001,2011,1270001,loc:127,127,רמת רחל,RAMAT RAHEL,1,official_cbs,official_cbs
stat2011:1280001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:1280001,2011,1280001,loc:128,128,גת רימון,GAT RIMMON,1,official_cbs,official_cbs
stat2011:1300001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:1300001,2011,1300001,loc:130,130,משמר העמק,MISHMAR HAEMEQ,1,official_cbs,official_cbs
stat2011:1320001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:1320001,2011,1320001,loc:132,132,כפר ברוך,KEFAR BARUKH,1,official_cbs,official_cbs
stat2011:1330001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:1330001,2011,1330001,loc:133,133,גבת,GEVAT,1,official_cbs,official_cbs
stat2011:1340001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:1340001,2011,1340001,loc:134,134,יפעת,YIF'AT,1,official_cbs,official_cbs
stat2011:1350001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:1350001,2011,1350001,loc:135,135,רמת דוד,RAMAT DAWID,1,official_cbs,official_cbs
stat2011:1390001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:1390001,2011,1390001,loc:139,139,עין שמר,EN SHEMER,1,official_cbs,official_cbs
stat2011:1400001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:1400001,2011,1400001,loc:140,140,כפר יהושע,KEFAR YEHOSHUA,1,official_cbs,official_cbs
stat2011:1410001,statistical_area,statistical_areas_2011,geographies/statistical_areas_2011.zip,stat2011:1410001,2011,1410001,loc:141,141,ברק,BARAQ,1,official_cbs,official_cbs
